BUA22CD,BUA22NM,BUA22NMW,BUA22NMG,RGN22CD,RGN22NM,WHOLE_PART,ObjectId
E63000001,Berwick-upon-Tweed,,,E12000001,North East,Whole,1
E63000002,Loanend,,,E12000001,North East,Whole,2
E63000003,Norham,,,E12000001,North East,Whole,3
E63000004,Haggerston,,,E12000001,North East,Whole,4
E63000005,Lowick,,,E12000001,North East,Whole,5
E63000006,Cornhill on Tweed,,,E12000001,North East,Whole,6
E63000007,Bamburgh,,,E12000001,North East,Whole,7
E63000008,Belford,,,E12000001,North East,Whole,8
E63000009,Seahouses and North Sunderland,,,E12000001,North East,Whole,9
E63000010,Beadnell,,,E12000001,North East,Whole,10
E63000011,Wooler,,,E12000001,North East,Whole,11
E63000012,Brunton,,,E12000001,North East,Whole,12
E63000013,Embleton,,,E12000001,North East,Whole,13
E63000014,Longhoughton,,,E12000001,North East,Whole,14
E63000015,Alnwick,,,E12000001,North East,Whole,15
E63000016,Whittingham,,,E12000001,North East,Whole,16
E63000017,Lesbury,,,E12000001,North East,Whole,17
E63000018,Hipsburn,,,E12000001,North East,Whole,18
E63000019,Shilbottle,,,E12000001,North East,Whole,19
E63000020,Warkworth,,,E12000001,North East,Whole,20
E63000021,Amble,,,E12000001,North East,Whole,21
E63000022,Swarland,,,E12000001,North East,Whole,22
E63000023,Thropton,,,E12000001,North East,Whole,23
E63000024,Acklington,,,E12000001,North East,Whole,24
E63000025,Rothbury,,,E12000001,North East,Whole,25
E63000026,Longframlington,,,E12000001,North East,Whole,26
E63000027,Felton (Northumberland),,,E12000001,North East,Whole,27
E63000028,South Broomhill,,,E12000001,North East,Whole,28
E63000029,Hadston,,,E12000001,North East,Whole,29
E63000030,West Thirston,,,E12000001,North East,Whole,30
E63000031,Longhorsley,,,E12000001,North East,Whole,31
E63000032,Widdrington Station,,,E12000001,North East,Whole,32
E63000033,Otterburn,,,E12000001,North East,Whole,33
E63000034,Ellington (Northumberland),,,E12000001,North East,Whole,34
E63000035,Lynemouth,,,E12000001,North East,Whole,35
E63000036,Woodhorn,,,E12000001,North East,Whole,36
E63000037,Newbiggin-by-the-Sea,,,E12000001,North East,Whole,37
E63000038,Fair Moor,,,E12000001,North East,Whole,38
E63000039,Pegswood,,,E12000001,North East,Whole,39
E63000040,Ashington (Northumberland),,,E12000001,North East,Whole,40
E63000041,Morpeth,,,E12000001,North East,Whole,41
E63000042,Stakeford,,,E12000001,North East,Whole,42
E63000043,Bomarsund,,,E12000001,North East,Whole,43
E63000044,Choppington,,,E12000001,North East,Whole,44
E63000045,Hepscott,,,E12000001,North East,Whole,45
E63000046,Cambois,,,E12000001,North East,Whole,46
E63000047,Bellingham,,,E12000001,North East,Whole,47
E63000048,Bedlington,,,E12000001,North East,Whole,48
E63000049,Tranwell Woods,,,E12000001,North East,Whole,49
E63000050,Blyth (Northumberland),,,E12000001,North East,Whole,50
E63000100,Crawcrook and Greenside,,,E12000001,North East,Whole,51
E63000101,Cleadon,,,E12000001,North East,Whole,52
E63000102,Whitburn (South Tyneside),,,E12000001,North East,Whole,53
E63000103,Boldon Colliery,,,E12000001,North East,Whole,54
E63000104,East Boldon and West Boldon,,,E12000001,North East,Whole,55
E63000105,Riding Mill,,,E12000001,North East,Whole,56
E63000106,Whickham,,,E12000001,North East,Whole,57
E63000107,Harker,,,E12000002,North West,Whole,58
E63000108,South Bents,,,E12000001,North East,Whole,59
E63000109,Brampton (Carlisle),,,E12000002,North West,Whole,60
E63000110,Oldwall,,,E12000002,North West,Whole,61
E63000111,Gateshead,,,E12000001,North East,Whole,62
E63000112,Stocksfield,,,E12000001,North East,Whole,63
E63000113,Follingsby,,,E12000001,North East,Whole,64
E63000114,High Spen,,,E12000001,North East,Whole,65
E63000115,Cargo,,,E12000002,North West,Whole,66
E63000116,Burgh by Sands,,,E12000002,North West,Whole,67
E63000117,Sunniside,,,E12000001,North East,Whole,68
E63000118,Houghton (Carlisle),,,E12000002,North West,Whole,69
E63000119,Springwell,,,E12000001,North East,Whole,70
E63000120,Rowlands Gill,,,E12000001,North East,Whole,71
E63000121,Chopwell,,,E12000001,North East,Whole,72
E63000122,Hayton (Carlisle),,,E12000002,North West,Whole,73
E63000123,Warwick Bridge,,,E12000002,North West,Whole,74
E63000124,Washington,,,E12000001,North East,Whole,75
E63000125,Sunderland,,,E12000001,North East,Whole,76
E63000126,Burnopfield,,,E12000001,North East,Whole,77
E63000127,Kibblesworth,,,E12000001,North East,Whole,78
E63000128,Blackhall Mill,,,E12000001,North East,Whole,79
E63000129,Hamsterley Mill,,,E12000001,North East,Whole,80
E63000130,Birtley,,,E12000001,North East,Whole,81
E63000131,Allendale Town,,,E12000001,North East,Whole,82
E63000132,Hobson,,,E12000001,North East,Whole,83
E63000133,Carlisle,,,E12000002,North West,Whole,84
E63000134,Skinburness,,,E12000002,North West,Whole,85
E63000135,Scotby,,,E12000002,North West,Whole,86
E63000136,Heads Nook,,,E12000002,North West,Whole,87
E63000137,Ebchester,,,E12000001,North East,Whole,88
E63000138,Kirkbride,,,E12000002,North West,Whole,89
E63000139,Tantobie,,,E12000001,North East,Whole,90
E63000140,Wetheral,,,E12000002,North West,Whole,91
E63000141,Urpeth,,,E12000001,North East,Whole,92
E63000142,Beamish,,,E12000001,North East,Whole,93
E63000143,Medomsley,,,E12000001,North East,Whole,94
E63000144,Dipton,,,E12000001,North East,Whole,95
E63000145,Tanfield Lea,,,E12000001,North East,Whole,96
E63000146,Silloth,,,E12000002,North West,Whole,97
E63000147,Penshaw,,,E12000001,North East,Whole,98
E63000148,Pelton and Ouston,,,E12000001,North East,Whole,99
E63000149,West Pelton,,,E12000001,North East,Whole,100
E63000200,Shotton Colliery,,,E12000001,North East,Whole,101
E63000201,High Shincliffe,,,E12000001,North East,Whole,102
E63000202,Caldbeck,,,E12000002,North West,Whole,103
E63000203,Brandon (County Durham),,,E12000001,North East,Whole,104
E63000204,Thornley,,,E12000001,North East,Whole,105
E63000205,Lazonby,,,E12000002,North West,Whole,106
E63000206,Stanhope,,,E12000001,North East,Whole,107
E63000207,Tow Law,,,E12000001,North East,Whole,108
E63000208,Blackhall Colliery,,,E12000001,North East,Whole,109
E63000209,Bothel,,,E12000002,North West,Whole,110
E63000210,Wheatley Hill,,,E12000001,North East,Whole,111
E63000211,Crosby (Allerdale),,,E12000002,North West,Whole,112
E63000212,Bowburn,,,E12000001,North East,Whole,113
E63000213,Blackhall Rocks,,,E12000001,North East,Whole,114
E63000214,Wingate,,,E12000001,North East,Whole,115
E63000215,Billy Row,,,E12000001,North East,Whole,116
E63000216,Wolsingham,,,E12000001,North East,Whole,117
E63000217,Croxdale,,,E12000001,North East,Whole,118
E63000218,Frosterley,,,E12000001,North East,Whole,119
E63000219,Eastgate,,,E12000001,North East,Whole,120
E63000220,Howbeck,,,E12000002,North West,Whole,121
E63000221,Maryport,,,E12000002,North West,Whole,122
E63000222,Kelloe,,,E12000001,North East,Whole,123
E63000223,Trimdon Colliery,,,E12000001,North East,Whole,124
E63000224,Coxhoe,,,E12000001,North East,Whole,125
E63000225,Trimdon Grange,,,E12000001,North East,Whole,126
E63000226,Dearham,,,E12000002,North West,Whole,127
E63000227,Skelton (Eden),,,E12000002,North West,Whole,128
E63000228,Crook,,,E12000001,North East,Whole,129
E63000229,Tallentire,,,E12000002,North West,Whole,130
E63000230,Hart,,,E12000001,North East,Whole,131
E63000231,Willington (County Durham),,,E12000001,North East,Whole,132
E63000232,Spennymoor,,,E12000001,North East,Whole,133
E63000233,Redmain,,,E12000002,North West,Whole,134
E63000234,Cornforth,,,E12000001,North East,Whole,135
E63000235,Byers Green,,,E12000001,North East,Whole,136
E63000236,Trimdon,,,E12000001,North East,Whole,137
E63000237,Langwathby,,,E12000002,North West,Whole,138
E63000238,Broughton Moor,,,E12000002,North West,Whole,139
E63000239,Flimby,,,E12000002,North West,Whole,140
E63000240,Dovenby,,,E12000002,North West,Whole,141
E63000241,Hunwick,,,E12000001,North East,Whole,142
E63000242,Hartlepool,,,E12000001,North East,Whole,143
E63000243,Elwick,,,E12000001,North East,Whole,144
E63000244,Ferryhill,,,E12000001,North East,Whole,145
E63000245,Fishburn,,,E12000001,North East,Whole,146
E63000246,Bishop Middleham,,,E12000001,North East,Whole,147
E63000247,Great Broughton and Little Broughton,,,E12000002,North West,Whole,148
E63000248,Witton-le-Wear,,,E12000001,North East,Whole,149
E63000249,Siddick,,,E12000002,North West,Whole,150
E63000299,Hilton (Eden),,,E12000002,North West,Part,151
E63000300,Marske-by-the-Sea,,,E12000001,North East,Whole,152
E63000301,Kirkleatham,,,E12000001,North East,Whole,153
E63000051,Stannington,,,E12000001,North East,Whole,154
E63000302,Heighington,,,E12000001,North East,Whole,155
E63000303,Carlton (Stockton-on-Tees),,,E12000001,North East,Whole,156
E63000052,Ogle,,,E12000001,North East,Whole,157
E63000304,Lowca,,,E12000002,North West,Whole,158
E63000053,Cramlington,,,E12000001,North East,Whole,159
E63000305,Lazenby,,,E12000001,North East,Whole,160
E63000306,Saltburn-by-the-Sea,,,E12000001,North East,Whole,161
E63000054,New Hartley,,,E12000001,North East,Whole,162
E63000307,New Marske,,,E12000001,North East,Whole,163
E63000055,Seaton Sluice,,,E12000001,North East,Whole,164
E63000308,Parton,,,E12000002,North West,Whole,165
E63000056,Seaton Delaval,,,E12000001,North East,Whole,166
E63000309,Staindrop,,,E12000001,North East,Whole,167
E63000057,Seghill,,,E12000001,North East,Whole,168
E63000310,Appleby-in-Westmorland,,,E12000002,North West,Whole,169
E63000058,Dudley (North Tyneside),,,E12000001,North East,Whole,170
E63000311,Stockton-on-Tees,,,E12000001,North East,Whole,171
E63000059,Seaton Burn,,,E12000001,North East,Whole,172
E63000312,Brotton,,,E12000001,North East,Whole,173
E63000060,Dinnington (Newcastle upon Tyne),,,E12000001,North East,Whole,174
E63000313,Cotherstone,,,E12000001,North East,Whole,175
E63000061,Whitley Bay,,,E12000001,North East,Whole,176
E63000314,Carlin How,,,E12000001,North East,Whole,177
E63000062,Wideopen,,,E12000001,North East,Whole,178
E63000315,Moresby Parks,,,E12000002,North West,Whole,179
E63000063,Backworth,,,E12000001,North East,Whole,180
E63000316,Eston,,,E12000001,North East,Whole,181
E63000064,Ponteland,,,E12000001,North East,Whole,182
E63000317,Skelton (Redcar and Cleveland),,,E12000001,North East,Whole,183
E63000065,Stamfordham,,,E12000001,North East,Whole,184
E63000318,Arlecdon,,,E12000002,North West,Whole,185
E63000066,Killingworth,,,E12000001,North East,Whole,186
E63000067,Shiremoor,,,E12000001,North East,Whole,187
E63000068,Humshaugh,,,E12000001,North East,Whole,188
E63000069,Woolsington,,,E12000001,North East,Whole,189
E63000070,Medburn,,,E12000001,North East,Whole,190
E63000071,Ouston,,,E12000001,North East,Whole,191
E63000072,Longbenton,,,E12000001,North East,Whole,192
E63000073,Tynemouth,,,E12000001,North East,Whole,193
E63000074,Longtown,,,E12000002,North West,Whole,194
E63000075,Callerton,,,E12000001,North East,Whole,195
E63000076,Wallsend,,,E12000001,North East,Whole,196
E63000077,Newcastle upon Tyne,,,E12000001,North East,Whole,197
E63000078,Throckley,,,E12000001,North East,Whole,198
E63000079,Heddon-on-the-Wall,,,E12000001,North East,Whole,199
E63000080,Blackbank,,,E12000002,North West,Whole,200
E63000081,Gilsland,,,E12000001,North East,Part,201
E63000081,Gilsland,,,E12000002,North West,Part,202
E63000082,Acomb,,,E12000001,North East,Whole,203
E63000083,Walbottle,,,E12000001,North East,Whole,204
E63000084,Horsley (Northumberland),,,E12000001,North East,Whole,205
E63000085,Newburn,,,E12000001,North East,Whole,206
E63000086,Newton Hall,,,E12000001,North East,Whole,207
E63000087,South Shields,,,E12000001,North East,Whole,208
E63000088,Wylam,,,E12000001,North East,Whole,209
E63000089,Corbridge,,,E12000001,North East,Whole,210
E63000090,Hebburn,,,E12000001,North East,Whole,211
E63000091,Redburn,,,E12000001,North East,Whole,212
E63000092,Haydon Bridge,,,E12000001,North East,Whole,213
E63000093,Ryton,,,E12000001,North East,Whole,214
E63000094,Jarrow,,,E12000001,North East,Whole,215
E63000095,Ovingham,,,E12000001,North East,Whole,216
E63000096,Haltwhistle,,,E12000001,North East,Whole,217
E63000097,Hexham,,,E12000001,North East,Whole,218
E63000098,Prudhoe,,,E12000001,North East,Whole,219
E63000099,Blaydon,,,E12000001,North East,Whole,220
E63000319,Staithes,,,E12000001,North East,Part,221
E63000319,Staithes,,,E12000003,Yorkshire and The Humber,Part,222
E63000320,Beaumont Hill,,,E12000001,North East,Whole,223
E63000321,Loftus,,,E12000001,North East,Whole,224
E63000322,Easington (Redcar and Cleveland),,,E12000001,North East,Whole,225
E63000323,Thornaby-on-Tees,,,E12000001,North East,Whole,226
E63000324,Middlesbrough,,,E12000001,North East,Whole,227
E63000325,Frizington,,,E12000002,North West,Whole,228
E63000326,Whitehaven,,,E12000002,North West,Whole,229
E63000327,Gainford,,,E12000001,North East,Whole,230
E63000328,Boosbeck,,,E12000001,North East,Whole,231
E63000329,Barnard Castle,,,E12000001,North East,Whole,232
E63000330,Sadberge,,,E12000001,North East,Whole,233
E63000331,Hinderwell,,,E12000003,Yorkshire and The Humber,Whole,234
E63000332,Rheda Park,,,E12000002,North West,Whole,235
E63000333,Longnewton,,,E12000001,North East,Whole,236
E63000334,Lingdale,,,E12000001,North East,Whole,237
E63000335,Startforth,,,E12000001,North East,Whole,238
E63000336,Guisborough,,,E12000001,North East,Whole,239
E63000337,Shap,,,E12000002,North West,Whole,240
E63000338,Cleator Moor,,,E12000002,North West,Whole,241
E63000339,Darlington,,,E12000001,North East,Part,242
E63000339,Darlington,,,E12000003,Yorkshire and The Humber,Part,243
E63000340,Merrybent,,,E12000001,North East,Whole,244
E63000341,Brough (Eden),,,E12000002,North West,Whole,245
E63000342,Stainton (Middlesbrough),,,E12000001,North East,Whole,246
E63000343,Egglescliffe,,,E12000001,North East,Whole,247
E63000344,Moor Row,,,E12000002,North West,Whole,248
E63000345,Moorsholm,,,E12000001,North East,Whole,249
E63000346,Ingleby Barwick,,,E12000001,North East,Whole,250
E63000250,Kirk Merrington,,,E12000001,North East,Whole,251
E63000251,Newton Rigg,,,E12000002,North West,Whole,252
E63000252,Greystoke,,,E12000002,North West,Whole,253
E63000253,Hamsterley,,,E12000001,North East,Whole,254
E63000254,Seaton (Allerdale),,,E12000002,North West,Whole,255
E63000255,Cockermouth,,,E12000002,North West,Whole,256
E63000256,Brigham,,,E12000002,North West,Whole,257
E63000257,Penrith,,,E12000002,North West,Whole,258
E63000258,Witton Park,,,E12000001,North East,Whole,259
E63000259,Culgaith,,,E12000002,North West,Whole,260
E63000260,Coundon and Leeholme,,,E12000001,North East,Whole,261
E63000261,Great Clifton,,,E12000002,North West,Whole,262
E63000262,Chilton (County Durham),,,E12000001,North East,Whole,263
E63000263,Greysouthen,,,E12000002,North West,Whole,264
E63000264,Stainburn,,,E12000002,North West,Whole,265
E63000265,Sedgefield,,,E12000001,North East,Whole,266
E63000266,Toft Hill and High Etherley,,,E12000001,North East,Whole,267
E63000267,Bishop Auckland,,,E12000001,North East,Whole,268
E63000268,Workington,,,E12000002,North West,Whole,269
E63000269,Stainton (Eden),,,E12000002,North West,Whole,270
E63000270,Eldon Lane and Coundon Grange,,,E12000001,North East,Whole,271
E63000271,Greatham (Hartlepool),,,E12000001,North East,Whole,272
E63000272,Temple Sowerby,,,E12000002,North West,Whole,273
E63000273,Cliburn,,,E12000002,North West,Whole,274
E63000274,Wynyard,,,E12000001,North East,Whole,275
E63000275,Sockbridge,,,E12000002,North West,Whole,276
E63000276,Clifton (Eden),,,E12000002,North West,Whole,277
E63000277,West Auckland,,,E12000001,North East,Whole,278
E63000278,Shildon,,,E12000001,North East,Whole,279
E63000279,Kirkby Thore,,,E12000002,North West,Whole,280
E63000280,Wolviston,,,E12000001,North East,Whole,281
E63000281,High Harrington,,,E12000002,North West,Whole,282
E63000282,Middleton-in-Teesdale,,,E12000001,North East,Whole,283
E63000283,Newton Aycliffe,,,E12000001,North East,Whole,284
E63000284,Evenwood,,,E12000001,North East,Whole,285
E63000285,Winscales,,,E12000002,North West,Whole,286
E63000286,Long Marton,,,E12000002,North West,Whole,287
E63000287,Cockfield,,,E12000001,North East,Whole,288
E63000288,Redcar,,,E12000001,North East,Whole,289
E63000289,Mickleton (County Durham),,,E12000001,North East,Whole,290
E63000290,Braithwaite,,,E12000002,North West,Whole,291
E63000291,School Aycliffe,,,E12000001,North East,Whole,292
E63000292,Distington,,,E12000002,North West,Whole,293
E63000293,Stillington (Stockton-on-Tees),,,E12000001,North East,Whole,294
E63000294,Portinscale,,,E12000002,North West,Whole,295
E63000295,Keswick,,,E12000002,North West,Whole,296
E63000296,Bolton (Eden),,,E12000002,North West,Whole,297
E63000297,Grangetown,,,E12000001,North East,Whole,298
E63000298,Billingham,,,E12000001,North East,Whole,299
E63000299,Hilton (Eden),,,E12000001,North East,Part,300
E63000347,Bigrigg,,,E12000002,North West,Whole,301
E63000348,Middleton St George,,,E12000001,North East,Whole,302
E63000349,Yarm,,,E12000001,North East,Part,303
E63000349,Yarm,,,E12000003,Yorkshire and The Humber,Part,304
E63000350,St Bees,,,E12000002,North West,Whole,305
E63000351,Hilton (Stockton-on-Tees),,,E12000001,North East,Whole,306
E63000352,Great Ayton,,,E12000003,Yorkshire and The Humber,Whole,307
E63000353,Egremont,,,E12000002,North West,Whole,308
E63000354,Hurworth-on-Tees,,,E12000001,North East,Part,309
E63000354,Hurworth-on-Tees,,,E12000003,Yorkshire and The Humber,Part,310
E63000355,Seamer (Hambleton),,,E12000003,Yorkshire and The Humber,Whole,311
E63000356,Whitby,,,E12000003,Yorkshire and The Humber,Whole,312
E63000357,Low Worsall,,,E12000003,Yorkshire and The Humber,Whole,313
E63000358,Kirklevington,,,E12000001,North East,Whole,314
E63000359,Barton (Richmondshire),,,E12000003,Yorkshire and The Humber,Whole,315
E63000360,Thornhill (Copeland),,,E12000002,North West,Whole,316
E63000361,Stokesley,,,E12000003,Yorkshire and The Humber,Whole,317
E63000362,Kirkby Stephen,,,E12000002,North West,Whole,318
E63000363,Melsonby,,,E12000003,Yorkshire and The Humber,Whole,319
E63000364,Castleton (Scarborough),,,E12000003,Yorkshire and The Humber,Whole,320
E63000365,Grasmere,,,E12000002,North West,Whole,321
E63000366,Sleights,,,E12000003,Yorkshire and The Humber,Whole,322
E63000367,Dalton-on-Tees,,,E12000003,Yorkshire and The Humber,Whole,323
E63000368,Beckermet,,,E12000002,North West,Whole,324
E63000369,Great Broughton,,,E12000003,Yorkshire and The Humber,Whole,325
E63000370,Hutton Rudby,,,E12000003,Yorkshire and The Humber,Whole,326
E63000371,Middleton Tyas,,,E12000003,Yorkshire and The Humber,Whole,327
E63000372,Robin Hood's Bay,,,E12000003,Yorkshire and The Humber,Whole,328
E63000373,Sneatonthorpe,,,E12000003,Yorkshire and The Humber,Whole,329
E63000374,Fylingthorpe,,,E12000003,Yorkshire and The Humber,Whole,330
E63000375,Ambleside,,,E12000002,North West,Whole,331
E63000376,Sellafield,,,E12000002,North West,Whole,332
E63000377,Gosforth,,,E12000002,North West,Whole,333
E63000378,East Cowton,,,E12000003,Yorkshire and The Humber,Whole,334
E63000379,Swainby,,,E12000003,Yorkshire and The Humber,Whole,335
E63000380,Goathland,,,E12000003,Yorkshire and The Humber,Whole,336
E63000381,Seascale,,,E12000002,North West,Whole,337
E63000382,Richmond,,,E12000003,Yorkshire and The Humber,Whole,338
E63000383,Scorton,,,E12000003,Yorkshire and The Humber,Whole,339
E63000384,Brompton-on-Swale,,,E12000003,Yorkshire and The Humber,Whole,340
E63000385,Staveley (South Lakeland),,,E12000002,North West,Whole,341
E63000386,Windermere,,,E12000002,North West,Whole,342
E63000387,Hawkshead,,,E12000002,North West,Whole,343
E63000388,Coniston,,,E12000002,North West,Whole,344
E63000389,Catterick,,,E12000003,Yorkshire and The Humber,Whole,345
E63000390,Catterick Garrison,,,E12000003,Yorkshire and The Humber,Whole,346
E63000391,Osmotherley,,,E12000003,Yorkshire and The Humber,Whole,347
E63000392,Bowness-on-Windermere,,,E12000002,North West,Whole,348
E63000393,Brompton,,,E12000003,Yorkshire and The Humber,Whole,349
E63000394,Burneside,,,E12000002,North West,Whole,350
E63000150,Cumwhinton,,,E12000002,North West,Whole,351
E63000151,Shiney Row and Penshaw,,,E12000001,North East,Whole,352
E63000152,Newfield,,,E12000001,North East,Whole,353
E63000153,Stanley (County Durham),,,E12000001,North East,Whole,354
E63000154,Blackwell (Carlisle),,,E12000002,North West,Whole,355
E63000155,Annfield Plain,,,E12000001,North East,Whole,356
E63000156,Leadgate,,,E12000001,North East,Whole,357
E63000157,Whitehill (County Durham),,,E12000001,North East,Whole,358
E63000158,Chester-le-Street,,,E12000001,North East,Whole,359
E63000159,Bournmoor,,,E12000001,North East,Whole,360
E63000160,Craghead,,,E12000001,North East,Whole,361
E63000161,Consett,,,E12000001,North East,Whole,362
E63000162,Abbeytown,,,E12000002,North West,Whole,363
E63000163,Dalston,,,E12000002,North West,Whole,364
E63000164,Thursby,,,E12000002,North West,Whole,365
E63000165,Fence Houses,,,E12000001,North East,Whole,366
E63000166,Houghton-le-Spring,,,E12000001,North East,Whole,367
E63000167,Great Lumley,,,E12000001,North East,Whole,368
E63000168,Seaham,,,E12000001,North East,Whole,369
E63000169,Castleside,,,E12000001,North East,Whole,370
E63000170,Wigton,,,E12000002,North West,Whole,371
E63000171,Burnhope,,,E12000001,North East,Whole,372
E63000172,East Rainton,,,E12000001,North East,Whole,373
E63000173,Nettlesworth and Kimblesworth,,,E12000001,North East,Whole,374
E63000174,Lanchester,,,E12000001,North East,Whole,375
E63000175,Sacriston,,,E12000001,North East,Whole,376
E63000176,Hetton-le-Hole,,,E12000001,North East,Whole,377
E63000177,Murton (County Durham),,,E12000001,North East,Whole,378
E63000178,West Rainton,,,E12000001,North East,Whole,379
E63000179,Alston,,,E12000002,North West,Whole,380
E63000180,Easington Lane,,,E12000001,North East,Whole,381
E63000181,Witton Gilbert,,,E12000001,North East,Whole,382
E63000182,Mellguards,,,E12000002,North West,Whole,383
E63000183,South Hetton,,,E12000001,North East,Whole,384
E63000184,Langley Park,,,E12000001,North East,Whole,385
E63000185,Hetton le Hill,,,E12000001,North East,Whole,386
E63000186,High Pittington,,,E12000001,North East,Whole,387
E63000187,Easington (County Durham),,,E12000001,North East,Whole,388
E63000188,Haswell,,,E12000001,North East,Whole,389
E63000189,Allonby,,,E12000002,North West,Whole,390
E63000190,Durham,,,E12000001,North East,Whole,391
E63000191,Ushaw Moor and Bearpark,,,E12000001,North East,Whole,392
E63000192,Sherburn (County Durham),,,E12000001,North East,Whole,393
E63000193,Sherburn Hill,,,E12000001,North East,Whole,394
E63000194,Aspatria,,,E12000002,North West,Whole,395
E63000195,Esh Winning,,,E12000001,North East,Whole,396
E63000196,New Brancepeth,,,E12000001,North East,Whole,397
E63000197,Horden,,,E12000001,North East,Whole,398
E63000198,Shadforth,,,E12000001,North East,Whole,399
E63000199,Peterlee,,,E12000001,North East,Whole,400
E63000395,Storrs,,,E12000002,North West,Whole,401
E63000396,Northallerton,,,E12000003,Yorkshire and The Humber,Whole,402
E63000397,Cloughton,,,E12000003,Yorkshire and The Humber,Whole,403
E63000398,Burniston,,,E12000003,Yorkshire and The Humber,Whole,404
E63000399,Romanby,,,E12000003,Yorkshire and The Humber,Whole,405
E63000400,Kendal,,,E12000002,North West,Whole,406
E63000401,Scruton,,,E12000003,Yorkshire and The Humber,Whole,407
E63000402,Morton-on-Swale,,,E12000003,Yorkshire and The Humber,Whole,408
E63000403,Sedbergh,,,E12000002,North West,Whole,409
E63000404,Scalby,,,E12000003,Yorkshire and The Humber,Whole,410
E63000405,Leyburn,,,E12000003,Yorkshire and The Humber,Whole,411
E63000406,Leeming Bar,,,E12000003,Yorkshire and The Humber,Whole,412
E63000407,Oxenholme,,,E12000002,North West,Whole,413
E63000408,Harmby,,,E12000003,Yorkshire and The Humber,Whole,414
E63000409,Hawes and Gayle,,,E12000003,Yorkshire and The Humber,Whole,415
E63000410,Borrowby,,,E12000003,Yorkshire and The Humber,Whole,416
E63000411,Natland,,,E12000002,North West,Whole,417
E63000412,Leeming,,,E12000003,Yorkshire and The Humber,Whole,418
E63000413,Aiskew,,,E12000003,Yorkshire and The Humber,Whole,419
E63000414,West Witton,,,E12000003,Yorkshire and The Humber,Whole,420
E63000415,Bootle (Copeland),,,E12000002,North West,Whole,421
E63000416,Thornton-le-Moor,,,E12000003,Yorkshire and The Humber,Whole,422
E63000417,Bedale,,,E12000003,Yorkshire and The Humber,Whole,423
E63000418,Knayton,,,E12000003,Yorkshire and The Humber,Whole,424
E63000419,Finsthwaite,,,E12000002,North West,Whole,425
E63000420,Middleham,,,E12000003,Yorkshire and The Humber,Whole,426
E63000421,Broughton in Furness,,,E12000002,North West,Whole,427
E63000422,Kirkbymoorside,,,E12000003,Yorkshire and The Humber,Whole,428
E63000423,Summerlands,,,E12000002,North West,Whole,429
E63000424,Levens,,,E12000002,North West,Whole,430
E63000425,Scarborough,,,E12000003,Yorkshire and The Humber,Whole,431
E63000426,Sinnington,,,E12000003,Yorkshire and The Humber,Whole,432
E63000427,Firby,,,E12000003,Yorkshire and The Humber,Whole,433
E63000428,Middleton (Ryedale),,,E12000003,Yorkshire and The Humber,Whole,434
E63000429,Endmoor,,,E12000002,North West,Whole,435
E63000430,East Ayton and West Ayton,,,E12000003,Yorkshire and The Humber,Whole,436
E63000431,Nawton and Beadlam,,,E12000003,Yorkshire and The Humber,Whole,437
E63000432,Backbarrow,,,E12000002,North West,Whole,438
E63000433,Hutton Buscel,,,E12000003,Yorkshire and The Humber,Whole,439
E63000434,Snape (Hambleton),,,E12000003,Yorkshire and The Humber,Whole,440
E63000435,Helmsley,,,E12000003,Yorkshire and The Humber,Whole,441
E63000436,Pickering,,,E12000003,Yorkshire and The Humber,Whole,442
E63000437,Seamer (Scarborough),,,E12000003,Yorkshire and The Humber,Whole,443
E63000438,Carthorpe,,,E12000003,Yorkshire and The Humber,Whole,444
E63000439,Heversham,,,E12000002,North West,Whole,445
E63000440,Pickhill,,,E12000003,Yorkshire and The Humber,Whole,446
E63000441,Gristhorpe,,,E12000003,Yorkshire and The Humber,Whole,447
E63000442,Thornton-le-Dale,,,E12000003,Yorkshire and The Humber,Whole,448
E63000443,Penny Bridge and Greenodd,,,E12000002,North West,Whole,449
E63000444,Ebberston,,,E12000003,Yorkshire and The Humber,Whole,450
E63000595,Foston on the Wolds,,,E12000003,Yorkshire and The Humber,Whole,451
E63000596,Galgate,,,E12000002,North West,Whole,452
E63000597,Stamford Bridge,,,E12000003,Yorkshire and The Humber,Whole,453
E63000598,Huntington (York),,,E12000003,Yorkshire and The Humber,Whole,454
E63000599,Bishop Wilton,,,E12000003,Yorkshire and The Humber,Whole,455
E63000600,Skipsea,,,E12000003,Yorkshire and The Humber,Whole,456
E63000601,Harrogate,,,E12000003,Yorkshire and The Humber,Whole,457
E63000602,Full Sutton,,,E12000003,Yorkshire and The Humber,Whole,458
E63000603,Gargrave,,,E12000003,Yorkshire and The Humber,Whole,459
E63000604,Beeford,,,E12000003,Yorkshire and The Humber,Whole,460
E63000605,Upper Poppleton,,,E12000003,Yorkshire and The Humber,Whole,461
E63000606,Nether Poppleton,,,E12000003,Yorkshire and The Humber,Whole,462
E63000607,Embsay,,,E12000003,Yorkshire and The Humber,Whole,463
E63000608,North Frodingham,,,E12000003,Yorkshire and The Humber,Whole,464
E63000609,Follifoot,,,E12000003,Yorkshire and The Humber,Whole,465
E63000610,Hutton Cranswick,,,E12000003,Yorkshire and The Humber,Whole,466
E63000611,Dunnington,,,E12000003,Yorkshire and The Humber,Whole,467
