BUA22CD,BUA22NM,BUA22NMW,BUA22NMG,RGN22CD,RGN22NM,WHOLE_PART,ObjectId
E63006020,Wilton,,,E12000009,South West,Whole,6340
E63006021,Flimwell,,,E12000008,South East,Whole,6341
E63006022,Liphook,,,E12000008,South East,Whole,6342
E63006023,Sparsholt (Winchester),,,E12000008,South East,Whole,6343
E63006024,Landkey,,,E12000009,South West,Whole,6344
E63006025,Greatham (East Hampshire),,,E12000008,South East,Whole,6345
E63006026,Horsham,,,E12000008,South East,Whole,6346
E63006211,Templecombe,,,E12000009,South West,Whole,6347
E63006038,Salisbury,,,E12000009,South West,Whole,6348
E63006212,Staplecross,,,E12000008,South East,Whole,6349
E63006039,Appledore Heath,,,E12000008,South East,Whole,6350
E63006213,Marston Magna,,,E12000009,South West,Whole,6351
E63006040,Crowborough,,,E12000008,South East,Whole,6352
E63006214,North Heath,,,E12000008,South East,Whole,6353
E63006041,East Knoyle,,,E12000009,South West,Whole,6354
E63006215,Stoke St Mary,,,E12000009,South West,Whole,6355
E63006042,Balcombe,,,E12000008,South East,Whole,6356
E63006216,Cowfold,,,E12000008,South East,Whole,6357
E63006043,Instow,,,E12000009,South West,Whole,6358
E63006044,Town Row,,,E12000008,South East,Whole,6359
E63006045,Handcross,,,E12000008,South East,Whole,6360
E63006046,Kingsley Green,,,E12000008,South East,Whole,6361
E63006047,Rolvenden Layne,,,E12000008,South East,Whole,6362
E63006048,Ticehurst,,,E12000008,South East,Whole,6363
E63006049,Swimbridge,,,E12000009,South West,Whole,6364
E63006050,Bishop's Tawton,,,E12000009,South West,Whole,6365
E63006051,Pipsden,,,E12000008,South East,Whole,6366
E63006052,Hawkhurst,,,E12000008,South East,Whole,6367
E63006053,Appledore (Torridge),,,E12000009,South West,Whole,6368
E63006054,Chelwood Gate,,,E12000008,South East,Whole,6369
E63006055,West Tytherley,,,E12000008,South East,Whole,6370
E63006056,Wheatsheaf Common,,,E12000008,South East,Whole,6371
E63006057,North Molton,,,E12000009,South West,Whole,6372
E63006058,Kingston St Mary,,,E12000009,South West,Whole,6373
E63006059,Ardingly,,,E12000008,South East,Whole,6374
E63006060,Rotherfield,,,E12000008,South East,Whole,6375
E63006061,Dymchurch,,,E12000008,South East,Whole,6376
E63006062,Tisbury,,,E12000009,South West,Whole,6377
E63006063,Galhampton,,,E12000009,South West,Whole,6378
E63006064,Winchester,,,E12000008,South East,Whole,6379
E63006065,Tower Hill,,,E12000008,South East,Whole,6380
E63006066,Northchapel,,,E12000008,South East,Whole,6381
E63006067,Itchingfield,,,E12000008,South East,Whole,6382
E63006068,Bishops Lydeard,,,E12000009,South West,Whole,6383
E63006069,Appledore (Ashford),,,E12000008,South East,Whole,6384
E63006070,Charlton Mackrell,,,E12000009,South West,Whole,6385
E63006071,Fovant,,,E12000009,South West,Whole,6386
E63006072,Duddleswell,,,E12000008,South East,Whole,6387
E63006073,Northam,,,E12000009,South West,Whole,6388
E63006074,Westward Ho!,,,E12000009,South West,Whole,6389
E63006075,Mannings Heath,,,E12000008,South East,Whole,6390
E63006076,Somerton,,,E12000009,South West,Whole,6391
E63006217,Stedham,,,E12000008,South East,Whole,6392
E63006218,Berwick St John,,,E12000009,South West,Whole,6393
E63006219,Bampton (Mid Devon),,,E12000009,South West,Whole,6394
E63006220,East Meon,,,E12000008,South East,Whole,6395
E63006221,Shootash,,,E12000008,South East,Whole,6396
E63006222,Trull,,,E12000009,South West,Whole,6397
E63006223,Chilton Cantelo,,,E12000009,South West,Whole,6398
E63006224,Colden Common,,,E12000008,South East,Whole,6399
E63006225,Playden,,,E12000008,South East,Whole,6400
E63006323,Dungeness,,,E12000008,South East,Whole,6401
E63006324,Halland,,,E12000008,South East,Whole,6402
E63006325,South Petherton,,,E12000009,South West,Whole,6403
E63006326,Abingworth,,,E12000008,South East,Whole,6404
E63006327,Fontmell Magna,,,E12000009,South West,Whole,6405
E63006328,Sherborne,,,E12000009,South West,Whole,6406
E63006329,Plumpton Green,,,E12000008,South East,Whole,6407
E63006330,Hassocks and Hurstpierpoint,,,E12000008,South East,Whole,6408
E63006331,Battle,,,E12000008,South East,Whole,6409
E63006332,Ower (Copythorne),,,E12000008,South East,Whole,6410
E63006333,Durley,,,E12000008,South East,Whole,6411
E63006334,Albourne,,,E12000008,South East,Whole,6412
E63006335,Ashington (Horsham),,,E12000008,South East,Whole,6413
E63006336,Coldwaltham,,,E12000008,South East,Whole,6414
E63006337,Icklesham,,,E12000008,South East,Whole,6415
E63006338,Clanfield (East Hampshire),,,E12000008,South East,Whole,6416
E63006339,East Hoathly,,,E12000008,South East,Whole,6417
E63006340,Henfield,,,E12000008,South East,Whole,6418
E63006341,Swanmore,,,E12000008,South East,Whole,6419
E63006342,Yeovil,,,E12000009,South West,Whole,6420
E63006343,Rownhams and Nursling,,,E12000008,South East,Whole,6421
E63006344,Norton sub Hamdon,,,E12000009,South West,Whole,6422
E63006345,Westfield (Rother),,,E12000008,South East,Whole,6423
E63006346,Barcombe Cross,,,E12000008,South East,Whole,6424
E63006347,Watersfield,,,E12000008,South East,Whole,6425
E63006348,Odcombe,,,E12000009,South West,Whole,6426
E63006349,Over Stratton,,,E12000009,South West,Whole,6427
E63006350,Soberton,,,E12000008,South East,Whole,6428
E63006351,Sutton (Chichester),,,E12000008,South East,Whole,6429
E63006352,Waltham Chase,,,E12000008,South East,Whole,6430
E63006353,Ditchling,,,E12000008,South East,Whole,6431
E63006354,Seavington St Michael,,,E12000009,South West,Whole,6432
E63006355,Telham,,,E12000008,South East,Whole,6433
E63006356,Horton and Broadway,,,E12000009,South West,Whole,6434
E63006357,Barcombe Mills,,,E12000008,South East,Whole,6435
E63006358,Hambledon (Winchester),,,E12000008,South East,Whole,6436
E63006359,Godshill (New Forest),,,E12000008,South East,Whole,6437
E63006360,Stourton Caundle,,,E12000009,South West,Whole,6438
E63006361,Sandleheath,,,E12000008,South East,Whole,6439
E63006362,West End (Eastleigh),,,E12000008,South East,Whole,6440
E63006363,Woodmancote,,,E12000008,South East,Whole,6441
E63006364,Iwerne Minster,,,E12000009,South West,Whole,6442
E63006365,Storrington,,,E12000008,South East,Whole,6443
E63006366,Sturminster Newton,,,E12000009,South West,Whole,6444
E63006367,Chulmleigh,,,E12000009,South West,Whole,6445
E63006368,Ilminster,,,E12000009,South West,Whole,6446
E63006369,Bradford Abbas,,,E12000009,South West,Whole,6447
E63006370,Fordingbridge,,,E12000008,South East,Whole,6448
E63006371,Sampford Peverell,,,E12000009,South West,Whole,6449
E63006372,Witheridge,,,E12000009,South West,Whole,6450
E63006274,Little London (Wealden),,,E12000008,South East,Whole,6451
E63006620,Piddletrenthide,,,E12000009,South West,Whole,6452
E63006570,Lower Willingdon,,,E12000008,South East,Whole,6453
E63006422,Crowhurst,,,E12000008,South East,Whole,6454
E63006423,Merriott,,,E12000009,South West,Whole,6455
E63006424,Windmill Hill,,,E12000008,South East,Whole,6456
E63006425,Leweston,,,E12000009,South West,Whole,6457
E63006426,Woodlands,,,E12000008,South East,Whole,6458
E63006427,Hyde (New Forest),,,E12000008,South East,Whole,6459
E63006428,Dolton,,,E12000009,South West,Whole,6460
E63006429,Fairlight,,,E12000008,South East,Whole,6461
E63006430,Denmead,,,E12000008,South East,Whole,6462
E63006431,Minstead,,,E12000008,South East,Whole,6463
E63006432,Hellingly,,,E12000008,South East,Whole,6464
E63006433,Curbridge (Winchester),,,E12000008,South East,Whole,6465
E63006434,Magham Down,,,E12000008,South East,Whole,6466
E63006435,Hardington Mandeville,,,E12000009,South West,Whole,6467
E63006436,Lower Dicker,,,E12000008,South East,Whole,6468
E63006437,Golden Cross,,,E12000008,South East,Whole,6469
E63006438,Fulking,,,E12000008,South East,Whole,6470
E63006439,Hastings,,,E12000008,South East,Whole,6471
E63006440,Wickham,,,E12000008,South East,Whole,6472
E63006441,Boreham Street,,,E12000008,South East,Whole,6473
E63006442,Bramber,,,E12000008,South East,Whole,6474
E63006443,Combe St Nicholas,,,E12000009,South West,Whole,6475
E63006444,Kilkhampton,,,E12000009,South West,Whole,6476
E63006445,Ashurst,,,E12000008,South East,Whole,6477
E63006446,Okeford Fitzpaine,,,E12000009,South West,Whole,6478
E63006447,Steyning,,,E12000008,South East,Whole,6479
E63006448,Holwell (Dorset),,,E12000009,South West,Whole,6480
E63006449,Haselbury Plucknett,,,E12000009,South West,Whole,6481
E63006450,Willand,,,E12000009,South West,Whole,6482
E63006451,Shillingstone,,,E12000009,South West,Whole,6483
E63006452,Yetminster,,,E12000009,South West,Whole,6484
E63006453,Hooe Common,,,E12000008,South East,Whole,6485
E63006454,Upper Beeding,,,E12000008,South East,Whole,6486
E63006455,Lunsford's Cross,,,E12000008,South East,Whole,6487
E63006456,North Boarhunt,,,E12000008,South East,Whole,6488
E63006457,Marchwood,,,E12000008,South East,Whole,6489
E63006458,Wadeford,,,E12000009,South West,Whole,6490
E63006459,Rowlands Castle,,,E12000008,South East,Whole,6491
E63006460,Smeatharpe,,,E12000009,South West,Whole,6492
E63006461,Lewes,,,E12000008,South East,Whole,6493
E63006462,Ripe,,,E12000008,South East,Whole,6494
E63006463,Bursledon,,,E12000008,South East,Whole,6495
E63006464,Hailsham,,,E12000008,South East,Whole,6496
E63006465,Whiteley,,,E12000008,South East,Whole,6497
E63006466,Upper Dicker,,,E12000008,South East,Whole,6498
E63006467,North Perrott,,,E12000009,South West,Whole,6499
E63006468,Ash (Dorset),,,E12000009,South West,Whole,6500
E63006469,Petrockstowe,,,E12000009,South West,Whole,6501
E63006470,Crewkerne,,,E12000009,South West,Whole,6502
E63006471,Stourpaine,,,E12000009,South West,Whole,6503
E63006373,Plumpton,,,E12000008,South East,Whole,6504
E63006472,Knowle,,,E12000008,South East,Whole,6505
E63006521,Clapham (Arun),,,E12000008,South East,Whole,6506
E63006571,Alfriston,,,E12000008,South East,Whole,6507
E63006621,Halwill Junction,,,E12000009,South West,Whole,6508
E63006572,Yapton,,,E12000008,South East,Whole,6509
E63006573,Membury,,,E12000009,South West,Whole,6510
E63006622,Birdham,,,E12000008,South East,Whole,6511
E63006574,Portsmouth,,,E12000008,South East,Whole,6512
E63006623,Thorney Hill,,,E12000008,South East,Whole,6513
E63006575,Silverton,,,E12000009,South West,Whole,6514
E63006624,South Hayling,,,E12000008,South East,Whole,6515
E63006522,Norton (Arun),,,E12000008,South East,Whole,6516
E63006576,Burley,,,E12000008,South East,Whole,6517
E63006473,Shebbear,,,E12000009,South West,Whole,6518
E63006374,Westmeston,,,E12000008,South East,Whole,6519
E63006625,Offwell,,,E12000009,South West,Whole,6520
E63006275,Burgess Hill,,,E12000008,South East,Whole,6521
E63006523,Cheriton Fitzpaine,,,E12000009,South West,Whole,6522
E63006577,West Moors,,,E12000009,South West,Whole,6523
E63006474,Waterlooville,,,E12000008,South East,Whole,6524
E63006375,Bradworthy,,,E12000009,South West,Whole,6525
E63006626,Seaford,,,E12000008,South East,Whole,6526
E63006276,Partridge Green,,,E12000008,South East,Whole,6527
E63006524,Walberton,,,E12000008,South East,Whole,6528
E63006578,Broom Hill,,,E12000009,South West,Whole,6529
E63006475,Winkleigh,,,E12000009,South West,Whole,6530
E63006376,Catherington,,,E12000008,South East,Whole,6531
E63006627,Sandy Down,,,E12000008,South East,Whole,6532
E63006277,Great Torrington,,,E12000009,South West,Whole,6533
E63006525,Bude,,,E12000009,South West,Whole,6534
E63006579,Copplestone,,,E12000009,South West,Whole,6535
E63006476,Hazelbury Bryan,,,E12000009,South West,Whole,6536
E63006377,Shirrell Heath,,,E12000008,South East,Whole,6537
E63006628,Sydling St Nicholas,,,E12000009,South West,Whole,6538
E63006278,Marnhull,,,E12000009,South West,Whole,6539
E63006526,Hambrook and Nutbourne,,,E12000008,South East,Whole,6540
E63006580,Spetisbury,,,E12000009,South West,Whole,6541
E63006477,Whitmore,,,E12000009,South West,Whole,6542
E63006378,Soberton Heath,,,E12000008,South East,Whole,6543
E63006629,Shipton Green,,,E12000008,South East,Whole,6544
E63006279,Fittleworth,,,E12000008,South East,Whole,6545
E63006527,Fareham,,,E12000008,South East,Whole,6546
E63006581,Lee-on-the-Solent,,,E12000008,South East,Whole,6547
E63006582,Runcton,,,E12000008,South East,Whole,6548
E63006583,Broadwindsor,,,E12000009,South West,Whole,6549
E63006584,West Thorney,,,E12000008,South East,Whole,6550
E63006585,Ower (Fawley),,,E12000008,South East,Whole,6551
E63006586,Littlehampton,,,E12000008,South East,Whole,6552
E63006587,Beaulieu,,,E12000008,South East,Whole,6553
E63006588,Sandford (Mid Devon),,,E12000009,South West,Whole,6554
E63006589,Crumbles,,,E12000008,South East,Whole,6555
E63006590,North Mundham,,,E12000008,South East,Whole,6556
E63006591,Stoke,,,E12000008,South East,Whole,6557
E63006592,Widemouth Bay,,,E12000009,South West,Whole,6558
E63006593,Brockenhurst,,,E12000008,South East,Whole,6559
E63006594,East Saltdean,,,E12000008,South East,Whole,6560
E63006595,Thorverton,,,E12000009,South West,Whole,6561
E63006596,Furzehill,,,E12000009,South West,Whole,6562
E63006597,Hunston,,,E12000008,South East,Whole,6563
E63006598,Blackfield and Langley,,,E12000008,South East,Whole,6564
E63006599,Shripney,,,E12000008,South East,Whole,6565
E63006600,North Tawton,,,E12000009,South West,Whole,6566
E63006601,Telscombe Cliffs,,,E12000008,South East,Whole,6567
E63006602,Eastbourne,,,E12000008,South East,Whole,6568
E63006603,Peacehaven,,,E12000008,South East,Whole,6569
E63006604,Beaminster,,,E12000009,South West,Whole,6570
E63006605,Bow,,,E12000009,South West,Whole,6571
E63006606,Cerne Abbas,,,E12000009,South West,Whole,6572
E63006607,Newhaven,,,E12000008,South East,Whole,6573
E63006608,Matchams,,,E12000009,South West,Whole,6574
E63006609,West Itchenor,,,E12000008,South East,Whole,6575
E63006610,Stone (Dorset),,,E12000009,South West,Whole,6576
E63006611,Wimborne Minster,,,E12000009,South West,Whole,6577
E63006612,Ferndown,,,E12000009,South West,Whole,6578
E63006613,Gosport,,,E12000008,South East,Whole,6579
E63006614,Winterborne Whitechurch,,,E12000009,South West,Whole,6580
E63006615,Honiton,,,E12000009,South West,Whole,6581
E63006616,Cheselbourne,,,E12000009,South West,Whole,6582
E63006617,East Boldre,,,E12000008,South East,Whole,6583
E63006618,Bognor Regis,,,E12000008,South East,Whole,6584
E63006619,Crediton,,,E12000009,South West,Whole,6585
E63006630,Sturminster Marshall,,,E12000009,South West,Whole,6586
E63006631,Street End,,,E12000008,South East,Whole,6587
E63006632,Netherbury,,,E12000009,South West,Whole,6588
E63006633,Feniton,,,E12000009,South West,Whole,6589
E63006634,Northlew,,,E12000009,South West,Whole,6590
E63006635,Almodington,,,E12000008,South East,Whole,6591
E63006636,Sway,,,E12000008,South East,Whole,6592
E63006637,West Parley,,,E12000009,South West,Whole,6593
E63006638,Axminster,,,E12000009,South West,Whole,6594
E63006639,West Wittering,,,E12000008,South East,Whole,6595
E63006640,Longham,,,E12000009,South West,Whole,6596
E63006641,East Dean and Friston,,,E12000008,South East,Whole,6597
E63006642,Brampford Speke,,,E12000009,South West,Whole,6598
E63006643,Pilley,,,E12000008,South East,Whole,6599
E63006644,Kilmington,,,E12000009,South West,Whole,6600
E63006645,Stoke Canon,,,E12000009,South West,Whole,6601
E63006646,Bransgore,,,E12000008,South East,Part,6602
E63006646,Bransgore,,,E12000009,South West,Part,6603
E63006647,Newton St Cyres,,,E12000009,South West,Whole,6604
E63006648,Wootton (New Forest),,,E12000008,South East,Whole,6605
E63006649,Merritown,,,E12000009,South West,Whole,6606
E63006478,Chard,,,E12000009,South West,Whole,6607
E63006528,Southbourne,,,E12000008,South East,Whole,6608
E63006280,West Wellow,,,E12000008,South East,Whole,6609
E63006650,Merley,,,E12000009,South West,Whole,6610
E63006529,Rodmell,,,E12000008,South East,Whole,6611
E63006479,Findon,,,E12000008,South East,Whole,6612
E63006379,Curdridge,,,E12000008,South East,Whole,6613
E63006651,Maiden Newton,,,E12000009,South West,Whole,6614
E63006380,Rock (Horsham),,,E12000008,South East,Whole,6615
E63006480,Tarrant Monkton,,,E12000009,South West,Whole,6616
E63006652,Winterborne Kingston,,,E12000009,South West,Whole,6617
E63006381,West Chinnock,,,E12000009,South West,Whole,6618
E63006481,Southwick (Winchester),,,E12000008,South East,Whole,6619
E63006530,Ringwood,,,E12000008,South East,Whole,6620
E63006281,Milborne Port,,,E12000009,South West,Whole,6621
E63006653,Highleigh,,,E12000008,South East,Whole,6622
E63006382,Southampton,,,E12000008,South East,Whole,6623
E63006482,Verwood,,,E12000008,South East,Part,6624
E63006531,Gaunt's Common,,,E12000009,South West,Whole,6625
E63006282,Camber,,,E12000008,South East,Whole,6626
E63006654,Milborne St Andrew,,,E12000009,South West,Whole,6627
E63006383,Culmstock,,,E12000009,South West,Whole,6628
E63006482,Verwood,,,E12000009,South West,Part,6629
E63006532,Three Legged Cross,,,E12000009,South West,Whole,6630
E63006283,Netherfield,,,E12000008,South East,Whole,6631
E63006655,Tiptoe,,,E12000008,South East,Whole,6632
E63006384,Catsfield,,,E12000008,South East,Whole,6633
E63006483,Netley,,,E12000008,South East,Whole,6634
E63006533,Corscombe,,,E12000009,South West,Whole,6635
E63006284,Chilthorne Domer,,,E12000009,South West,Whole,6636
E63006656,Week St Mary,,,E12000009,South West,Whole,6637
E63006385,Barwick and Stoford,,,E12000009,South West,Whole,6638
E63006484,Mid Lavant,,,E12000008,South East,Whole,6639
E63006534,Sompting,,,E12000008,South East,Whole,6640
E63006285,Pulborough,,,E12000008,South East,Whole,6641
E63006286,Holcombe Rogus,,,E12000009,South West,Whole,6642
E63006287,Landford and Nomansland,,,E12000008,South East,Part,6643
E63006287,Landford and Nomansland,,,E12000009,South West,Part,6644
E63006288,East Wellow,,,E12000008,South East,Whole,6645
E63006289,Cackle Street,,,E12000008,South East,Whole,6646
E63006290,Nutbourne,,,E12000008,South East,Whole,6647
E63006291,Maynard's Green,,,E12000008,South East,Whole,6648
E63006292,Trent,,,E12000009,South West,Whole,6649
E63006293,Ilton,,,E12000009,South West,Whole,6650
E63006294,Droxford,,,E12000008,South East,Whole,6651
E63006295,Shermanbury,,,E12000008,South East,Whole,6652
E63006296,Blackhill,,,E12000008,South East,Whole,6653
E63006297,Sayers Common,,,E12000008,South East,Whole,6654
E63006298,Blagdon Hill,,,E12000009,South West,Whole,6655
E63006299,Rockbourne,,,E12000008,South East,Whole,6656
E63006300,Barrington (South Somerset),,,E12000009,South West,Whole,6657
E63006301,Sedlescombe,,,E12000008,South East,Whole,6658
E63006302,Graffham,,,E12000008,South East,Whole,6659
E63006303,Bishop's Waltham,,,E12000008,South East,Whole,6660
E63006304,Breamore,,,E12000008,South East,Whole,6661
E63006305,Stalbridge,,,E12000009,South West,Whole,6662
E63006306,Ashmore,,,E12000009,South West,Whole,6663
E63006307,Chilworth (Test Valley),,,E12000008,South East,Whole,6664
E63006308,Cocking,,,E12000008,South East,Whole,6665
E63006309,Thakeham,,,E12000008,South East,Whole,6666
E63006310,West Chiltington,,,E12000008,South East,Whole,6667
E63006311,Woodgreen,,,E12000008,South East,Whole,6668
E63006312,Isfield,,,E12000008,South East,Whole,6669
E63006313,South Chailey,,,E12000008,South East,Whole,6670
E63006314,Stoke sub Hamdon,,,E12000009,South West,Whole,6671
E63006315,Horton Heath,,,E12000008,South East,Whole,6672
E63006316,Nether Compton,,,E12000009,South West,Whole,6673
E63006317,Sixpenny Handley,,,E12000009,South West,Whole,6674
E63006318,Shepton Beauchamp,,,E12000009,South West,Whole,6675
E63006319,Montacute,,,E12000009,South West,Whole,6676
E63006320,Westleigh,,,E12000009,South West,Whole,6677
E63006321,Winchelsea Beach,,,E12000008,South East,Whole,6678
E63006322,Horam,,,E12000008,South East,Whole,6679
E63006657,Whimple,,,E12000009,South West,Whole,6680
E63006658,Pagham,,,E12000008,South East,Whole,6681
E63006659,Piddlehinton,,,E12000009,South West,Whole,6682
E63006660,Keynor Estate,,,E12000008,South East,Whole,6683
E63006661,Bashley,,,E12000008,South East,Whole,6684
E63006662,East Wittering,,,E12000008,South East,Whole,6685
E63006663,Broadclyst,,,E12000009,South West,Whole,6686
E63006664,Mount Pleasant,,,E12000008,South East,Whole,6687
E63006665,Sopley,,,E12000008,South East,Part,6688
E63006665,Sopley,,,E12000009,South West,Part,6689
E63006666,Bearwood,,,E12000009,South West,Whole,6690
E63006667,Walhampton and Portmore,,,E12000008,South East,Whole,6691
E63006386,Hedge End,,,E12000008,South East,Whole,6692
E63006387,Cadnam and Bartley,,,E12000008,South East,Whole,6693
E63006388,Totton,,,E12000008,South East,Whole,6694
E63006389,Pett,,,E12000008,South East,Whole,6695
E63006390,West Coker,,,E12000009,South West,Whole,6696
E63006391,Cowbeech Hill,,,E12000008,South East,Whole,6697
E63006392,Burton (South Somerset),,,E12000009,South West,Whole,6698
E63006393,Hemyock,,,E12000009,South West,Whole,6699
E63006394,Cranborne,,,E12000009,South West,Whole,6700
E63006395,Bury (Chichester),,,E12000008,South East,Whole,6701
E63006396,Thornford,,,E12000009,South West,Whole,6702
E63006397,Longburton,,,E12000009,South West,Whole,6703
E63006398,Small Dole,,,E12000008,South East,Whole,6704
E63006399,Botley,,,E12000008,South East,Whole,6705
E63006400,East Chinnock,,,E12000009,South West,Whole,6706
E63006401,Broyle Side,,,E12000008,South East,Whole,6707
E63006402,Frogham,,,E12000008,South East,Whole,6708
E63006403,Bishop's Caundle,,,E12000009,South West,Whole,6709
E63006404,Amberley (Horsham),,,E12000008,South East,Whole,6710
E63006405,Shedfield,,,E12000008,South East,Whole,6711
E63006406,Horndean,,,E12000008,South East,Whole,6712
E63006407,Child Okeford,,,E12000009,South West,Whole,6713
E63006408,Halberton,,,E12000009,South West,Whole,6714
E63006409,Singleton,,,E12000008,South East,Whole,6715
E63006410,Shroton,,,E12000009,South West,Whole,6716
E63006411,Bishopswood,,,E12000009,South West,Whole,6717
E63006412,Ninfield,,,E12000008,South East,Whole,6718
E63006413,Uffculme,,,E12000009,South West,Whole,6719
E63006414,Bachelor's Bump,,,E12000008,South East,Whole,6720
E63006415,West Dean (Chichester),,,E12000008,South East,Whole,6721
E63006416,Tiverton,,,E12000009,South West,Whole,6722
E63006417,Hinton St George,,,E12000009,South West,Whole,6723
E63006418,Herstmonceux,,,E12000008,South East,Whole,6724
E63006419,Chawleigh,,,E12000009,South West,Whole,6725
E63006420,Alderholt,,,E12000008,South East,Part,6726
E63006420,Alderholt,,,E12000009,South West,Part,6727
E63006421,Ringmer,,,E12000008,South East,Whole,6728
E63006485,Pimperne,,,E12000009,South West,Whole,6729
E63006535,Southwick (Adur),,,E12000008,South East,Whole,6730
E63006536,Shopwyke,,,E12000008,South East,Whole,6731
E63006537,Mosterton,,,E12000009,South West,Whole,6732
E63006538,Shoreham-by-Sea,,,E12000008,South East,Whole,6733
E63006539,Tatworth,,,E12000009,South West,Whole,6734
E63006540,Barnham (Arun),,,E12000008,South East,Whole,6735
E63006541,Chichester,,,E12000008,South East,Whole,6736
E63006542,Lancing and Sompting,,,E12000008,South East,Whole,6737
E63006543,Fishbourne (Chichester),,,E12000008,South East,Whole,6738
E63006544,Hightown (New Forest),,,E12000008,South East,Whole,6739
E63006545,Hook Park Estate,,,E12000008,South East,Whole,6740
E63006546,Polegate,,,E12000008,South East,Whole,6741
E63006547,Bosham,,,E12000008,South East,Whole,6742
E63006548,Hatherleigh,,,E12000009,South West,Whole,6743
E63006549,Worthing,,,E12000008,South East,Whole,6744
E63006550,Stone Cross,,,E12000008,South East,Whole,6745
E63006551,Winterborne Stickland,,,E12000009,South West,Whole,6746
E63006552,Westham,,,E12000008,South East,Whole,6747
E63006553,Batcombe (Dorset),,,E12000009,South West,Whole,6748
E63006554,Chardstock,,,E12000009,South West,Whole,6749
E63006555,Charlton Marshall,,,E12000009,South West,Whole,6750
E63006556,Burley Street,,,E12000008,South East,Whole,6751
E63006557,Holsworthy,,,E12000009,South West,Whole,6752
E63006558,Pevensey Bay,,,E12000008,South East,Whole,6753
E63006559,Holbury,,,E12000008,South East,Whole,6754
E63006560,Zeal Monachorum,,,E12000009,South West,Whole,6755
E63006561,Marhamchurch,,,E12000009,South West,Whole,6756
E63006562,Bradninch,,,E12000009,South West,Whole,6757
E63006563,Holt (Dorset),,,E12000009,South West,Whole,6758
E63006564,Wick (Arun),,,E12000008,South East,Whole,6759
E63006565,Tytherleigh,,,E12000009,South West,Whole,6760
E63006566,Ashley Heath,,,E12000008,South East,Part,6761
E63006566,Ashley Heath,,,E12000009,South West,Part,6762
E63006567,North Hayling,,,E12000008,South East,Whole,6763
E63006568,Rustington,,,E12000008,South East,Whole,6764
E63006569,Peel Common,,,E12000008,South East,Whole,6765
E63006486,Lapford,,,E12000009,South West,Whole,6766
E63006487,Leigh (Dorset),,,E12000009,South West,Whole,6767
E63006488,Misterton (South Somerset),,,E12000009,South West,Whole,6768
E63006489,Kingston near Lewes,,,E12000008,South East,Whole,6769
E63006490,Funtington,,,E12000008,South East,Whole,6770
E63006491,Durweston,,,E12000009,South West,Whole,6771
E63006492,Bexhill-on-Sea,,,E12000008,South East,Whole,6772
E63006493,Lyndhurst,,,E12000008,South East,Whole,6773
E63006494,Kentisbeare,,,E12000009,South West,Whole,6774
E63006495,Slindon,,,E12000008,South East,Whole,6775
E63006496,Chetnole,,,E12000009,South West,Whole,6776
E63006497,Segensworth,,,E12000008,South East,Whole,6777
E63006498,Poughill,,,E12000009,South West,Whole,6778
E63006499,Westbourne,,,E12000008,South East,Whole,6779
E63006500,Morchard Bishop,,,E12000009,South West,Whole,6780
E63006501,Dunkeswell,,,E12000009,South West,Whole,6781
E63006502,Hamble-le-Rice,,,E12000008,South East,Whole,6782
E63006503,Hambrook (Chichester),,,E12000008,South East,Whole,6783
E63006504,Stoneyford,,,E12000009,South West,Whole,6784
E63006505,Cullompton,,,E12000009,South West,Whole,6785
E63006506,Bryanston,,,E12000009,South West,Whole,6786
E63006507,Havant,,,E12000008,South East,Whole,6787
E63006508,Hythe and Dibden Purlieu,,,E12000008,South East,Whole,6788
E63006509,Locks Heath,,,E12000008,South East,Whole,6789
E63006510,Arundel,,,E12000008,South East,Whole,6790
E63006511,Blandford Forum,,,E12000009,South West,Whole,6791
E63006512,Tangmere,,,E12000008,South East,Whole,6792
E63006513,Chilsworthy (Torridge),,,E12000009,South West,Whole,6793
E63006514,Westhampnett,,,E12000008,South East,Whole,6794
E63006515,Stratton (Cornwall),,,E12000009,South West,Whole,6795
E63006516,Emsworth,,,E12000008,South East,Whole,6796
E63006517,Winsham,,,E12000009,South West,Whole,6797
E63006518,Chalbury Common,,,E12000009,South West,Whole,6798
E63006519,Hangersley,,,E12000008,South East,Whole,6799
E63006520,Brighton and Hove,,,E12000008,South East,Whole,6800
E63006766,Ridge,,,E12000009,South West,Whole,6801
E63006767,Moretonhampstead,,,E12000009,South West,Whole,6802
E63006768,Exton (East Devon),,,E12000009,South West,Whole,6803
E63006769,Kennford,,,E12000009,South West,Whole,6804
E63006770,Arreton,,,E12000008,South East,Whole,6805
E63006771,Stoborough,,,E12000009,South West,Whole,6806
E63006772,Portesham,,,E12000009,South West,Whole,6807
E63006773,Yaverland,,,E12000008,South East,Whole,6808
E63006774,Alverstone Garden Village,,,E12000008,South East,Whole,6809
E63006775,Otterton,,,E12000009,South West,Whole,6810
E63006776,Newchurch (Isle of Wight),,,E12000008,South East,Whole,6811
E63006777,Abbotsbury,,,E12000009,South West,Whole,6812
E63006778,Trewassa,,,E12000009,South West,Whole,6813
E63006779,Owermoigne,,,E12000009,South West,Whole,6814
E63006780,Christow,,,E12000009,South West,Whole,6815
E63006781,Lifton,,,E12000009,South West,Whole,6816
E63006782,Merstone,,,E12000008,South East,Whole,6817
E63006783,Winfrith Newburgh,,,E12000009,South West,Whole,6818
