FID,PAR20CD,PAR20NM,WD20CD,WD20NM,LAD20CD,LAD20NM
2038,E04001116,Orton Waterville,E05010818,Orton Longueville,E06000031,Peterborough
2039,E04001116,Orton Waterville,E05010819,Orton Waterville,E06000031,Peterborough
2040,E04001104,Bretton,E05010825,West,E06000031,Peterborough
2041,E04001120,Sutton,E05010826,Wittering,E06000031,Peterborough
2042,E04001122,Thornhaugh,E05010826,Wittering,E06000031,Peterborough
2043,E04001124,Upton,E05010826,Wittering,E06000031,Peterborough
2044,E04001125,Wansford,E05010826,Wittering,E06000031,Peterborough
2045,E04001126,Wittering,E05010826,Wittering,E06000031,Peterborough
2046,E04001128,Leigh-on-Sea,E05002212,Belfairs,E06000033,Southend-on-Sea
2047,E04001128,Leigh-on-Sea,E05002213,Blenheim Park,E06000033,Southend-on-Sea
2048,E04001128,Leigh-on-Sea,E05002217,Leigh,E06000033,Southend-on-Sea
2049,E04001128,Leigh-on-Sea,E05002227,West Leigh,E06000033,Southend-on-Sea
2050,E04001132,Cuxton,E05002250,Cuxton and Halling,E06000035,Medway
2051,E04001134,Halling,E05002250,Cuxton and Halling,E06000035,Medway
2052,E04001129,Allhallows,E05002256,Peninsula,E06000035,Medway
2053,E04001131,Cooling,E05002256,Peninsula,E06000035,Medway
2054,E04001135,High Halstow,E05002256,Peninsula,E06000035,Medway
2055,E04001136,Hoo St. Werburgh,E05002256,Peninsula,E06000035,Medway
2056,E04001137,Isle of Grain,E05002256,Peninsula,E06000035,Medway
2057,E04001138,St. Mary Hoo,E05002256,Peninsula,E06000035,Medway
2058,E04001139,Stoke,E05002256,Peninsula,E06000035,Medway
2059,E04001130,Cliffe and Cliffe Woods,E05002266,Strood Rural,E06000035,Medway
2060,E04001133,Frindsbury Extra,E05002266,Strood Rural,E06000035,Medway
2061,E04001136,Hoo St. Werburgh,E05002266,Strood Rural,E06000035,Medway
2062,E04001145,Winkfield,E05002271,Ascot,E06000036,Bracknell Forest
2063,E04001140,Binfield,E05002272,Binfield with Warfield,E06000036,Bracknell Forest
2064,E04001144,Warfield,E05002272,Binfield with Warfield,E06000036,Bracknell Forest
2065,E04001141,Bracknell,E05002273,Bullbrook,E06000036,Bracknell Forest
2066,E04001143,Sandhurst,E05002274,Central Sandhurst,E06000036,Bracknell Forest
2067,E04001143,Sandhurst,E05002275,College Town,E06000036,Bracknell Forest
2068,E04001141,Bracknell,E05002276,Crown Wood,E06000036,Bracknell Forest
2069,E04001145,Winkfield,E05002276,Crown Wood,E06000036,Bracknell Forest
2070,E04001142,Crowthorne,E05002277,Crowthorne,E06000036,Bracknell Forest
2071,E04001141,Bracknell,E05002278,Great Hollands North,E06000036,Bracknell Forest
2072,E04001141,Bracknell,E05002279,Great Hollands South,E06000036,Bracknell Forest
2073,E04001141,Bracknell,E05002280,Hanworth,E06000036,Bracknell Forest
2074,E04001141,Bracknell,E05002281,Harmans Water,E06000036,Bracknell Forest
2075,E04001145,Winkfield,E05002281,Harmans Water,E06000036,Bracknell Forest
2076,E04001143,Sandhurst,E05002282,Little Sandhurst and Wellington,E06000036,Bracknell Forest
2077,E04001141,Bracknell,E05002283,Old Bracknell,E06000036,Bracknell Forest
2078,E04001143,Sandhurst,E05002284,Owlsmoor,E06000036,Bracknell Forest
2079,E04001141,Bracknell,E05002285,Priestwood and Garth,E06000036,Bracknell Forest
2080,E04001144,Warfield,E05002286,Warfield Harvest Ride,E06000036,Bracknell Forest
2081,E04001141,Bracknell,E05002287,Wildridings and Central,E06000036,Bracknell Forest
2082,E04001144,Warfield,E05002288,Winkfield and Cranbourne,E06000036,Bracknell Forest
2083,E04001145,Winkfield,E05002288,Winkfield and Cranbourne,E06000036,Bracknell Forest
2084,E04001146,Aldermaston,E05012132,Aldermaston,E06000037,West Berkshire
2085,E04001152,Beenham,E05012132,Aldermaston,E06000037,West Berkshire
2086,E04001156,Brimpton,E05012132,Aldermaston,E06000037,West Berkshire
2087,E04001183,Padworth,E05012132,Aldermaston,E06000037,West Berkshire
2088,E04001199,Wasing,E05012132,Aldermaston,E06000037,West Berkshire
2089,E04001147,Aldworth,E05012133,Basildon,E06000037,West Berkshire
2090,E04001148,Ashampstead,E05012133,Basildon,E06000037,West Berkshire
2091,E04001149,Basildon,E05012133,Basildon,E06000037,West Berkshire
2092,E04001191,Streatley,E05012133,Basildon,E06000037,West Berkshire
2093,E04001154,Bradfield,E05012134,Bradfield,E06000037,West Berkshire
2094,E04001168,Englefield,E05012134,Bradfield,E06000037,West Berkshire
2095,E04001193,Sulhamstead,E05012134,Bradfield,E06000037,West Berkshire
2096,E04001198,Ufton Nervet,E05012134,Bradfield,E06000037,West Berkshire
2097,E04001157,Bucklebury,E05012135,Bucklebury,E06000037,West Berkshire
2098,E04001182,Midgham,E05012135,Bucklebury,E06000037,West Berkshire
2099,E04001189,Stanford Dingley,E05012135,Bucklebury,E06000037,West Berkshire
2100,E04001205,Woolhampton,E05012135,Bucklebury,E06000037,West Berkshire
2101,E04001150,Beech Hill,E05012136,Burghfield & Mortimer,E06000037,West Berkshire
2102,E04001158,Burghfield,E05012136,Burghfield & Mortimer,E06000037,West Berkshire
2103,E04001190,Stratfield Mortimer,E05012136,Burghfield & Mortimer,E06000037,West Berkshire
2104,E04001204,Wokefield,E05012136,Burghfield & Mortimer,E06000037,West Berkshire
2105,E04001161,Chieveley,E05012137,Chieveley & Cold Ash,E06000037,West Berkshire
2106,E04001162,Cold Ash,E05012137,Chieveley & Cold Ash,E06000037,West Berkshire
2107,E04001176,Hermitage,E05012137,Chieveley & Cold Ash,E06000037,West Berkshire
2108,E04001203,Winterbourne,E05012137,Chieveley & Cold Ash,E06000037,West Berkshire
2109,E04001151,Beedon,E05012138,Downlands,E06000037,West Berkshire
2110,E04001155,Brightwalton,E05012138,Downlands,E06000037,West Berkshire
2111,E04001159,Catmore,E05012138,Downlands,E06000037,West Berkshire
2112,E04001160,Chaddleworth,E05012138,Downlands,E06000037,West Berkshire
2113,E04001165,East Garston,E05012138,Downlands,E06000037,West Berkshire
2114,E04001169,Farnborough,E05012138,Downlands,E06000037,West Berkshire
2115,E04001170,Fawley,E05012138,Downlands,E06000037,West Berkshire
2116,E04001172,Great Shefford,E05012138,Downlands,E06000037,West Berkshire
2117,E04001181,Leckhampstead,E05012138,Downlands,E06000037,West Berkshire
2118,E04001185,Peasemore,E05012138,Downlands,E06000037,West Berkshire
2119,E04001153,Boxford,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2120,E04001163,Combe,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2121,E04001167,Enborne,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2122,E04001175,Hampstead Marshall,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2123,E04001177,Hungerford,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2124,E04001178,Inkpen,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2125,E04001179,Kintbury,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2126,E04001200,Welford,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2127,E04001202,West Woodhay,E05012139,Hungerford & Kintbury,E06000037,West Berkshire
2128,E04001180,Lambourn,E05012140,Lambourn,E06000037,West Berkshire
2129,E04001207,Newbury,E05012141,Newbury Central,E06000037,West Berkshire
2130,E04001162,Cold Ash,E05012142,Newbury Clay Hill,E06000037,West Berkshire
2131,E04001207,Newbury,E05012142,Newbury Clay Hill,E06000037,West Berkshire
2132,E04001173,Greenham,E05012143,Newbury Greenham,E06000037,West Berkshire
2133,E04001207,Newbury,E05012143,Newbury Greenham,E06000037,West Berkshire
2134,E04001187,Shaw cum Donnington,E05012144,Newbury Speen,E06000037,West Berkshire
2135,E04001188,Speen,E05012144,Newbury Speen,E06000037,West Berkshire
2136,E04001207,Newbury,E05012144,Newbury Speen,E06000037,West Berkshire
2137,E04001173,Greenham,E05012145,Newbury Wash Common,E06000037,West Berkshire
2138,E04001207,Newbury,E05012145,Newbury Wash Common,E06000037,West Berkshire
2139,E04001184,Pangbourne,E05012146,Pangbourne,E06000037,West Berkshire
2140,E04001192,Sulham,E05012146,Pangbourne,E06000037,West Berkshire
2141,E04001196,Tidmarsh,E05012146,Pangbourne,E06000037,West Berkshire
2142,E04001164,Compton,E05012147,Ridgeway,E06000037,West Berkshire
2143,E04001166,East Ilsley,E05012147,Ridgeway,E06000037,West Berkshire
2144,E04001171,Frilsham,E05012147,Ridgeway,E06000037,West Berkshire
2145,E04001174,Hampstead Norreys,E05012147,Ridgeway,E06000037,West Berkshire
2146,E04001201,West Ilsley,E05012147,Ridgeway,E06000037,West Berkshire
2147,E04001206,Yattendon,E05012147,Ridgeway,E06000037,West Berkshire
2148,E04001194,Thatcham,E05012148,Thatcham Central,E06000037,West Berkshire
2149,E04001194,Thatcham,E05012149,Thatcham Colthrop & Crookham,E06000037,West Berkshire
2150,E04001162,Cold Ash,E05012150,Thatcham North East,E06000037,West Berkshire
2151,E04001194,Thatcham,E05012150,Thatcham North East,E06000037,West Berkshire
2152,E04001162,Cold Ash,E05012151,Thatcham West,E06000037,West Berkshire
2153,E04001194,Thatcham,E05012151,Thatcham West,E06000037,West Berkshire
2154,E04001195,Theale,E05012152,Theale,E06000037,West Berkshire
2155,E04001186,Purley on Thames,E05012153,Tilehurst & Purley,E06000037,West Berkshire
2156,E04001197,Tilehurst,E05012153,Tilehurst & Purley,E06000037,West Berkshire
2157,E04001197,Tilehurst,E05012154,Tilehurst Birch Copse,E06000037,West Berkshire
2158,E04001197,Tilehurst,E05012155,Tilehurst South & Holybrook,E06000037,West Berkshire
2159,E04001208,Holybrook,E05012155,Tilehurst South & Holybrook,E06000037,West Berkshire
2160,E04001210,Colnbrook with Poyle,E05009343,Colnbrook with Poyle,E06000039,Slough
2161,E04001223,Sunninghill and Ascot,E05012494,Ascot & Sunninghill,E06000040,Windsor and Maidenhead
2162,E04001212,Bisham,E05012496,Bisham & Cookham,E06000040,Windsor and Maidenhead
2163,E04001214,Cookham,E05012496,Bisham & Cookham,E06000040,Windsor and Maidenhead
2164,E04012813,Bray,E05012498,Bray,E06000040,Windsor and Maidenhead
2165,E04012813,Bray,E05012500,Clewer & Dedworth West,E06000040,Windsor and Maidenhead
2166,E04001215,Cox Green,E05012502,Cox Green,E06000040,Windsor and Maidenhead
2167,E04001216,Datchet,E05012503,"Datchet, Horton & Wraysbury",E06000040,Windsor and Maidenhead
2168,E04001218,Horton,E05012503,"Datchet, Horton & Wraysbury",E06000040,Windsor and Maidenhead
2169,E04001226,Wraysbury,E05012503,"Datchet, Horton & Wraysbury",E06000040,Windsor and Maidenhead
2170,E04001217,Eton,E05012504,Eton & Castle,E06000040,Windsor and Maidenhead
2171,E04001219,Hurley,E05012506,Hurley & Walthams,E06000040,Windsor and Maidenhead
2172,E04001221,Shottesbrooke,E05012506,Hurley & Walthams,E06000040,Windsor and Maidenhead
2173,E04001224,Waltham St. Lawrence,E05012506,Hurley & Walthams,E06000040,Windsor and Maidenhead
2174,E04001225,White Waltham,E05012506,Hurley & Walthams,E06000040,Windsor and Maidenhead
2175,E04001220,Old Windsor,E05012507,Old Windsor,E06000040,Windsor and Maidenhead
2176,E04012813,Bray,E05012508,Oldfield,E06000040,Windsor and Maidenhead
2177,E04001222,Sunningdale,E05012512,Sunningdale & Cheapside,E06000040,Windsor and Maidenhead
2178,E04001223,Sunninghill and Ascot,E05012512,Sunningdale & Cheapside,E06000040,Windsor and Maidenhead
2179,E04001227,Arborfield and Newland,E05002372,Arborfield,E06000041,Wokingham
2180,E04001227,Arborfield and Newland,E05002373,Barkham,E06000041,Wokingham
2181,E04012088,Barkham,E05002373,Barkham,E06000041,Wokingham
2182,E04001230,Earley,E05002374,Bulmershe and Whitegates,E06000041,Wokingham
2183,E04001243,Woodley,E05002374,Bulmershe and Whitegates,E06000041,Wokingham
2184,E04001229,Charvil,E05002375,Charvil,E06000041,Wokingham
2185,E04001243,Woodley,E05002376,Coronation,E06000041,Wokingham
2186,E04012089,Wokingham,E05002377,Emmbrook,E06000041,Wokingham
2187,E04012088,Barkham,E05002378,Evendons,E06000041,Wokingham
2188,E04012089,Wokingham,E05002378,Evendons,E06000041,Wokingham
2189,E04001231,Finchampstead,E05002379,Finchampstead North,E06000041,Wokingham
2190,E04001231,Finchampstead,E05002380,Finchampstead South,E06000041,Wokingham
2191,E04001230,Earley,E05002381,Hawkedon,E06000041,Wokingham
2192,E04001230,Earley,E05002382,Hillside,E06000041,Wokingham
2193,E04001234,"St. Nicholas, Hurst",E05002383,Hurst,E06000041,Wokingham
2194,E04001238,Twyford,E05002383,Hurst,E06000041,Wokingham
2195,E04001243,Woodley,E05002384,Loddon,E06000041,Wokingham
2196,E04001230,Earley,E05002385,Maiden Erlegh,E06000041,Wokingham
2197,E04012089,Wokingham,E05002386,Norreys,E06000041,Wokingham
2198,E04001232,Remenham,E05002387,"Remenham, Wargrave and Ruscombe",E06000041,Wokingham
2199,E04001233,Ruscombe,E05002387,"Remenham, Wargrave and Ruscombe",E06000041,Wokingham
2200,E04001239,Wargrave,E05002387,"Remenham, Wargrave and Ruscombe",E06000041,Wokingham
2201,E04001235,Shinfield,E05002388,Shinfield North,E06000041,Wokingham
2202,E04001235,Shinfield,E05002389,Shinfield South,E06000041,Wokingham
2203,E04001236,Sonning,E05002390,Sonning,E06000041,Wokingham
2204,E04001243,Woodley,E05002390,Sonning,E06000041,Wokingham
2205,E04001243,Woodley,E05002391,South Lake,E06000041,Wokingham
2206,E04001235,Shinfield,E05002392,Swallowfield,E06000041,Wokingham
2207,E04001237,Swallowfield,E05002392,Swallowfield,E06000041,Wokingham
2208,E04001238,Twyford,E05002393,Twyford,E06000041,Wokingham
2209,E04012089,Wokingham,E05002394,Wescott,E06000041,Wokingham
2210,E04001240,Winnersh,E05002395,Winnersh,E06000041,Wokingham
2211,E04001231,Finchampstead,E05002396,Wokingham Without,E06000041,Wokingham
2212,E04001242,Wokingham Without,E05002396,Wokingham Without,E06000041,Wokingham
2213,E04012176,Bletchley and Fenny Stratford,E05009406,Bletchley East,E06000042,Milton Keynes
2214,E04012176,Bletchley and Fenny Stratford,E05009407,Bletchley Park,E06000042,Milton Keynes
2215,E04012194,West Bletchley,E05009407,Bletchley Park,E06000042,Milton Keynes
2216,E04012189,Shenley Brook End,E05009408,Bletchley West,E06000042,Milton Keynes
2217,E04012194,West Bletchley,E05009408,Bletchley West,E06000042,Milton Keynes
2218,E04012175,Abbey Hill,E05009409,Bradwell,E06000042,Milton Keynes
2219,E04012178,Bradwell,E05009409,Bradwell,E06000042,Milton Keynes
2220,E04012197,Wolverton and Greenleys,E05009409,Bradwell,E06000042,Milton Keynes
2221,E04001263,Milton Keynes,E05009410,Broughton,E06000042,Milton Keynes
2222,E04012179,Broughton,E05009410,Broughton,E06000042,Milton Keynes
2223,E04012185,Great Linford,E05009410,Broughton,E06000042,Milton Keynes
2224,E04012224,Campbell Park,E05009410,Broughton,E06000042,Milton Keynes
2225,E04001287,Simpson and Ashland,E05009411,Campbell Park & Old Woughton,E06000042,Milton Keynes
2226,E04012185,Great Linford,E05009411,Campbell Park & Old Woughton,E06000042,Milton Keynes
2227,E04012224,Campbell Park,E05009411,Campbell Park & Old Woughton,E06000042,Milton Keynes
2228,E04012225,Central Milton Keynes,E05009411,Campbell Park & Old Woughton,E06000042,Milton Keynes
2229,E04012226,Old Woughton,E05009411,Campbell Park & Old Woughton,E06000042,Milton Keynes
2230,E04012178,Bradwell,E05009412,Central Milton Keynes,E06000042,Milton Keynes
2231,E04012185,Great Linford,E05009412,Central Milton Keynes,E06000042,Milton Keynes
2232,E04012224,Campbell Park,E05009412,Central Milton Keynes,E06000042,Milton Keynes
2233,E04012225,Central Milton Keynes,E05009412,Central Milton Keynes,E06000042,Milton Keynes
2234,E04001261,Little Brickhill,E05009413,Danesborough & Walton,E06000042,Milton Keynes
2235,E04001275,Walton,E05009413,Danesborough & Walton,E06000042,Milton Keynes
2236,E04012177,Bow Brickhill,E05009413,Danesborough & Walton,E06000042,Milton Keynes
2237,E04012193,Wavendon,E05009413,Danesborough & Walton,E06000042,Milton Keynes
2238,E04012196,Woburn Sands,E05009413,Danesborough & Walton,E06000042,Milton Keynes
2239,E04012188,Loughton & Great Holm,E05009414,Loughton & Shenley,E06000042,Milton Keynes
2240,E04012190,Shenley Church End,E05009414,Loughton & Shenley,E06000042,Milton Keynes
2241,E04001275,Walton,E05009415,Monkston,E06000042,Milton Keynes
2242,E04001285,"Kents Hill, Monkston and Brinklow",E05009415,Monkston,E06000042,Milton Keynes
2243,E04001249,Castlethorpe,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes
2244,E04001254,Gayhurst,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes
2245,E04001256,Hanslope,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes
2246,E04001265,Newport Pagnell,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes
2247,E04001274,Stoke Goldington,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes
2248,E04012185,Great Linford,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes
2249,E04012186,Haversham-cum-Little Linford,E05009416,Newport Pagnell North & Hanslope,E06000042,Milton Keynes
2250,E04001265,Newport Pagnell,E05009417,Newport Pagnell South,E06000042,Milton Keynes
2251,E04012185,Great Linford,E05009417,Newport Pagnell South,E06000042,Milton Keynes
2252,E04001244,Astwood,E05009418,Olney,E06000042,Milton Keynes
2253,E04001250,Chicheley,E05009418,Olney,E06000042,Milton Keynes
2254,E04001251,Clifton Reynes,E05009418,Olney,E06000042,Milton Keynes
2255,E04001253,Emberton,E05009418,Olney,E06000042,Milton Keynes
2256,E04001257,Hardmead,E05009418,Olney,E06000042,Milton Keynes
2257,E04001259,Lathbury,E05009418,Olney,E06000042,Milton Keynes
2258,E04001264,Moulsoe,E05009418,Olney,E06000042,Milton Keynes
2259,E04001266,Newton Blossomville,E05009418,Olney,E06000042,Milton Keynes
2260,E04001267,North Crawley,E05009418,Olney,E06000042,Milton Keynes
2261,E04001268,Olney,E05009418,Olney,E06000042,Milton Keynes
2262,E04001269,Ravenstone,E05009418,Olney,E06000042,Milton Keynes
2263,E04001272,Sherington,E05009418,Olney,E06000042,Milton Keynes
2264,E04001276,Warrington,E05009418,Olney,E06000042,Milton Keynes
2265,E04001278,Weston Underwood,E05009418,Olney,E06000042,Milton Keynes
2266,E04001289,Tyringham and Filgrave,E05009418,Olney,E06000042,Milton Keynes
2267,E04012183,Cold Brayfield,E05009418,Olney,E06000042,Milton Keynes
2268,E04012187,Lavendon,E05009418,Olney,E06000042,Milton Keynes
2269,E04012189,Shenley Brook End,E05009419,Shenley Brook End,E06000042,Milton Keynes
2270,E04012185,Great Linford,E05009420,Stantonbury,E06000042,Milton Keynes
2271,E04012191,Stantonbury,E05009420,Stantonbury,E06000042,Milton Keynes
2272,E04012180,Calverton,E05009421,Stony Stratford,E06000042,Milton Keynes
2273,E04012184,Fairfields,E05009421,Stony Stratford,E06000042,Milton Keynes
2274,E04012190,Shenley Church End,E05009421,Stony Stratford,E06000042,Milton Keynes
2275,E04012192,Stony Stratford,E05009421,Stony Stratford,E06000042,Milton Keynes
2276,E04012195,Whitehouse,E05009421,Stony Stratford,E06000042,Milton Keynes
2277,E04012189,Shenley Brook End,E05009422,Tattenhoe,E06000042,Milton Keynes
2278,E04012190,Shenley Church End,E05009422,Tattenhoe,E06000042,Milton Keynes
2279,E04001286,New Bradwell,E05009423,Wolverton,E06000042,Milton Keynes
2280,E04012191,Stantonbury,E05009423,Wolverton,E06000042,Milton Keynes
2281,E04012197,Wolverton and Greenleys,E05009423,Wolverton,E06000042,Milton Keynes
2282,E04012224,Campbell Park,E05009424,Woughton & Fishermead,E06000042,Milton Keynes
2283,E04012227,Woughton on the Green,E05009424,Woughton & Fishermead,E06000042,Milton Keynes
2284,E04001292,Rottingdean,E05002433,Rottingdean Coastal,E06000043,Brighton and Hove
2285,E04001294,Arreton,E05008479,Arreton and Newchurch,E06000046,Isle of Wight
2286,E04001307,Newchurch,E05008479,Arreton and Newchurch,E06000046,Isle of Wight
